Subsystem;Alarm Description;ALID;SetEventCEID;ClearEventCEID;Alarm Code
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121434;121435;121436;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;No valid objective selected. Run the 'Change Objective' process.;121437;121438;121439;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Top Loading Pins not available according to digital input.;121440;121441;121442;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Bond chuck carries a substrate.;121443;121444;121445;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Error moving Bottom Table to substrates contact position.;121446;121447;121448;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Unabe to move optics to bottom substrate pattern position.;121449;121450;121451;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Could not save camera image.;121452;121453;121454;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;The bond chuck diameter doesn't correspond with the substrate diameter.;121455;121456;121457;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Unable to detect material. Top and bottom locations are occupied.;121458;121459;121460;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121461;121462;121463;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121464;121465;121466;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Error moving Bottom Table to separation position.;121467;121468;121469;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;Error moving Bottom Table to tacking gap position.;121470;121471;121472;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferBottomToTopProcess;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121473;121474;121475;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;121476;121477;121478;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;No valid objective turret selected. Add one to the optics configuration.;121479;121480;121481;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;An unexpected failure occurred. Please contact EVG TechSupport.;121482;121483;121484;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;At least one bond chuck Substrate Clamp is in.;121485;121486;121487;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Detect Material: Can't detect Top or Bottom Substrate.;121488;121489;121490;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Error moving Bottom Table to substrates pre contact position.;121491;121492;121493;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121494;121495;121496;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;No valid objective selected. Run the 'Change Objective' process.;121497;121498;121499;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Top Loading Pins not available according to digital input.;121500;121501;121502;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Bond chuck carries a substrate.;121503;121504;121505;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Error moving Bottom Table to substrates contact position.;121506;121507;121508;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Unabe to move optics to bottom substrate pattern position.;121509;121510;121511;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Could not save camera image.;121512;121513;121514;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;The bond chuck diameter doesn't correspond with the substrate diameter.;121515;121516;121517;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Unable to detect material. Top and bottom locations are occupied.;121518;121519;121520;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121521;121522;121523;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121524;121525;121526;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Error moving Bottom Table to separation position.;121527;121528;121529;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;Error moving Bottom Table to tacking gap position.;121530;121531;121532;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.TransferTopToBottomProcess;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121533;121534;121535;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;No valid Top Chuck selected. Run the 'Change Top Chuck' process.;121536;121537;121538;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;No valid objective turret selected. Add one to the optics configuration.;121539;121540;121541;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;An unexpected failure occurred. Please contact EVG TechSupport.;121542;121543;121544;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;At least one bond chuck Substrate Clamp is in.;121545;121546;121547;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Detect Material: Can't detect Top or Bottom Substrate.;121548;121549;121550;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Error moving Bottom Table to substrates pre contact position.;121551;121552;121553;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;No valid top loading pins picker selected. Run the 'Change Top Loading Pin Picker' process.;121554;121555;121556;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;No valid objective selected. Run the 'Change Objective' process.;121557;121558;121559;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Top Loading Pins not available according to digital input.;121560;121561;121562;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Bond chuck carries a substrate.;121563;121564;121565;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Error moving Bottom Table to substrates contact position.;121566;121567;121568;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Unabe to move optics to bottom substrate pattern position.;121569;121570;121571;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Could not save camera image.;121572;121573;121574;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;The bond chuck diameter doesn't correspond with the substrate diameter.;121575;121576;121577;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Unable to detect material. Top and bottom locations are occupied.;121578;121579;121580;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121581;121582;121583;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121584;121585;121586;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Error moving Bottom Table to separation position.;121587;121588;121589;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;Error moving Bottom Table to tacking gap position.;121590;121591;121592;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.WecRepeatabilityTest;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121593;121594;121595;IrrecoverableError
GeminiFB.PP2.D.EAM.TopSubstrate;The material can not be unloaded automatically because the handling type is ambiguous.;121596;121597;121598;IrrecoverableError
GeminiFB.PP2.D.EAM.Algorithms.AnalogFeedbackSensorWECAlgorithm;Error during Wedge Error compensation.;121599;121600;121601;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;No valid objective selected. Run the 'Change Objective' process.;121602;121603;121604;ParameterControlError
GeminiFB.PP2.D.EAM;The top chuck vacuum line was not able to detect a top substrate.;121605;121606;121607;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.Microscope.Front Left Optic.Optics.Camera;Initialization of the camera failed;121608;121609;121610;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.Microscope.Front Right Optic.Optics.Camera;Initialization of the camera failed;121611;121612;121613;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.Microscope.Rear Left Optic.Optics.Camera;Initialization of the camera failed;121614;121615;121616;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.Microscope.Rear Right Optic.Optics.Camera;Initialization of the camera failed;121617;121618;121619;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.Top Loading Pins;Loading pins not available.;121620;121621;121622;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0778;Error grabbing material.;121623;121624;121625;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB;Wafer not bonded.;121626;121627;121628;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Unable to move to Linearity Measurement start position.;121629;121630;121631;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Top Loading Pins not available according to digital input.;121632;121633;121634;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Measure linearity error.;121635;121636;121637;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Bond chuck carries a substrate.;121638;121639;121640;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Error moving Bottom Table to substrates contact position.;121641;121642;121643;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Unabe to move optics to bottom substrate pattern position.;121644;121645;121646;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Could not save camera image.;121647;121648;121649;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;The bond chuck diameter doesn't correspond with the substrate diameter.;121650;121651;121652;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Unable to move bottom table down after contact.;121653;121654;121655;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Unable to detect material. Top and bottom locations are occupied.;121656;121657;121658;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;A Top substrate is loaded. This is not applicable for this process. Remove the top substrate and restart the process.;121659;121660;121661;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Unable to move to leveling gap distance.;121662;121663;121664;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;No valid Bond Chuck selected. Run the 'Change Bond Chuck' process.;121665;121666;121667;ParameterControlError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;No bottom substrate loaded. This is mandatory to run the process. Load a bottom substrate and restart the process.;121668;121669;121670;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Clamping the substrates on the bond chuck was not successful because the clamps are not detected as in. The substrates may not be clamped.;121671;121672;121673;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Error moving Bottom Table to separation position.;121674;121675;121676;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Error moving Bottom Table to tacking gap position.;121677;121678;121679;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Contact movement error.;121680;121681;121682;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;The substrate was still detected on the top chuck. Clamping or tacking the substrates was not successful. ;121683;121684;121685;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.CalibrateWecFeedbackSensorProcess;Wec determination error.;121686;121687;121688;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0830;Error grabbing material.;121689;121690;121691;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0830.SdbPiston;The force regulation of the silicon direct bond (SDB) piston failed: The regulation of the pressure failed.;121692;121693;121694;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0830.SdbPiston;The piston force is not within the given tolerance.;121695;121696;121697;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0842;Error grabbing material.;121698;121699;121700;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0842.SdbPiston;The force regulation of the silicon direct bond (SDB) piston failed: The regulation of the pressure failed.;121701;121702;121703;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.TopChuckCollection.CUSVA0842.SdbPiston;The piston force is not within the given tolerance.;121704;121705;121706;IrrecoverableError
GeminiFB.PP2.D.EAM.Machine.Alignment Stage;Error lifting air bearing.;121707;121708;121709;IrrecoverableError
GeminiFB.PP2.D.EAM.Processes.DoubleStackFB.SlideOffDetection.WaferFinder;Unexpected error finding wafer.;121710;121711;121712;IrrecoverableError
